,TrackId,ArtistName,Title,Lyrics,Mood
738,TRXNNFN128F92F4014,Alien Ant Farm,Glow,thought find scared leave hid know said honest know wait messed honors finally weve turned strangers gotten bad theres anger cant cant believe Ill bright Chorus Ill switch turns Shell to Ill fuse blows lights well gloooooow wheres sanity love face Im moon girl thats place Edison idea blackouts Ive caused mea Chorus Well glow well glow well gloow Chorus Ill the Ill fuse Ill the Ill fuse,Happy
3755,TRYLTPU128F92FA0C6,Megadeth,The Scorpion,life feeds thirst causes sin wants care shame guilt theres Look deep face sell deceit trace Fear want you oh oh climb back promise sting tell want hear mean treat like dog shoot venom pretend know scorpion oh self Im centered Theres else theres dream left sadness madness Look deep soul black coal like bullet hole Fear not knees Theres defense please ohoh climb back promise sting tell want hear mean treat like dog shoot venom pretend know scorpion oh climb back promise sting tell want hear mean treat like dog shoot venom Cause knew scorpion ya lies reach shore aggrandize hopes steal away love Ill soon betray Look deep past pain deal unsurpassed Im lowly scorpion Im worse Im fall man,Happy
1763,TRYNMQN128F42AE011,Anthony Hamilton,Change Your World,Id hall fame mere mentioning knew love you way feel kissing shame love falling love Theres blame said knew thing yeah Cause clues oh shame Oh stop start falling love changes world Turns world upside admit stand accused falling love Long said hello said new unfamiliar world beauty unknown man cure blues knew thing yeah Cause clues oh shame,Happy
2612,TRJUZQW128F93224D1,G. Love,Booty Call,met babe knew wanted bad boy baby blue Im glad Ill loving kind clever ended situation working snack bar vacation admiration infatuation elation kickin damn summer freinds best freinds time lovers moving date September remmember saw December cold outside breakin wanted love try talk talk laugh ball got drunk fooled booty booty Aint nuthin wrong bootycall Everybody like bootycall Sing tell gonna freinds tell gonna freinds getting Living Weve ups downs know wed storm fights ended Quiet storm warm bedroom lil bit heat alittle bit spice 2 people got time alright lets stick like Al Green song Cause fell brand new ill lovin baby boo think sexy hell independent strong willed hard workin liked cha like step party dance floor like nobodys business finest fish damn sea swimming Skinny dippin road tripin know flippin yeah Im gonna tell aint like freaky fool booty Aint wrong booty people want booty Everybody need booty Hey babby know bought minutes think hook Sing tell gonna freinds t3ll gonna freinnds tell gonna tell gonna tell gonna freinds ready booty people want booty Id bet like booty Everybody need booty know Im sayin,Happy
2094,TRMHGPF128F426BE7F,Jonas Brothers,Year 3000,day came home lunch time heard funny noise Went backyard find rowdy boys Stood neighbor called Peter flux capacitor told built time machine Like film Ive seen yeah said Ive year 3000 changed lived underwater greatgreatgreatgranddaughter fine fine took future flux thing saw Boy bands one girls round hair like Star Wars Float floor drove time machine Like film Ive seen yeah said Ive year 3000 changed lived underwater greatgreatgreatgranddaughter fine fine took trip year 3000 song gone multiplatinum Everybody bought seventh album outsold Kelly Clarkson took trip year 3000 song gone multiplatinum Everybody bought seventh album told built time machine Like film Ive seen yeah Ive year 3000 changed lived underwater greatgreatgreatgranddaughter fine fine Ive year 3000 changed lived underwater greatgreatgreatgranddaughter fine fine Ive year 3000 changed lived underwater greatgreatgreatgranddaughter fine fine Ive year 3000 changed lived underwater greatgreatgreatgranddaughter fine fine,Happy
2311,TRCDUQD128E0783834,Mark Knopfler,All That Matters,darling girl darling girl matters wicked world matters matters darling boy darling boy sunshine joy matters matters Well cant stop pain calls Im man cant stop rain falls darling can darling girl darling girl matters wicked world matters matters darling friend darling friend weve got going love end matters matters,Happy
773,TRXWJXP128E078FA28,Default,One Late Night,Ive edge know know dead end Late night Ill come walking went wrong Late night come crawling steal piece know world Ive seen answers dreaming Late night Ill come walking went wrong Late night come crawling steal piece Late night Ill come walking went wrong Late night come crawling steal piece Lay Lay Lay Late night Ill come walking,Happy
3230,TRWVTDX128F931ECEF,M.I.A.,Paper Planes,fly like paper high like planes catch border got visas come here em day second wait fly like paper high like planes catch border got visas come here em day second wait think sitting trains stop Im clicking gun Everyones winner were making fame Bonafide hustler making think sitting trains stop Im clocking game Everyones winner were making fame Bonafide hustler making wanna money wanna money wanna money wanna money Pirate skulls bones Sticks stones weed bombs Running hit em Lethal poison system Pirate skulls bones Sticks stones weed bombs Running hit em Lethal poison system corner swag like Hit burner prepaid wireless pack deliver like UPS trucks going hell pumping gas corner swag like Hit burner prepaid wireless pack deliver like UPS trucks going hell pumping gas wanna money wanna money wanna money wanna money MIA world democracy Yeah got records KGB So uh funny business murder let murder let wanna money wanna money wanna money wanna money,Happy
3621,TRBZASE128F428838F,Az Yet,Every Little Bit of My Heart,Girl think 247 Cant outta mind bad Baby dream it feels like heaven gotta fine want bad Im longing girl tell Bout visions head lonely Long roses red Girl worry intentions true thing matters Cause love want cant swear theres doubt need youI adore inch little bit heart Baby think bout million reasons gotta lovin flows like endlessly Baby zillion places Whats fantasy ask girl shall receive want tell Girl hurt Long London Bridge keeps falling Girl know got Girl theres rhyme reason Bout way feel bout thing matters Cause love want cant swear theres doubt need youI adore inch little bit heart Cause fell love day baby came life Ive love Changing think want Cause love want cant swear theres doubt need youI adore inch little bit heart,Happy
3192,TRXVITA128F427A55F,Tenacious D,Kielbasa,Dude gotta fuckin write today Come on like far bad start Better closer warmer thats it Ok love baby think kielbasa sausage buttchecks warm checked dipstick need lubrication honey kielbasa sausage got perform on walking think is dionetics buttchecks warm checked dipstick need lubrication honey kielbasa sausage got perform Ive sent loose Im shooting juice right kaboose fucking on on on Dianetics June better Krishna Dianetics June better indeed people tremendous people back Yeah smoking big ass bowl weed me KG Alright Oh yeah Alright Oh god ladies house yeah Yeah Come motherfuckers prayer Prayer fight gots fight fair motherfucker Oh motherfucker know time is Tenacious time motherfucker go Fuck yeah Yeah Yeah Dude TNT,Happy
3722,TRHWOBG128F4290681,Little Milton,That's What Love Will Make You Do,Oh hear start shake inside yes stroll lose selfcontrol thats love Thats love do oh yeah matter hard fight Oh Im love Listen need Theres limit Ill Ill work days week Cause thats love Thats love matter hard fight Oh Im love Oh thats right alright Listen speak beauty stand test yes talk makin love Baby best yes want brag ideas Im tryin hard express Cause baby thats way feel Thats love Thats love do oh yeah matter hard fight Baby Im love you yeah Oh yeah come on yeah hmm,Happy
3317,TRVFVOJ128F422E1E2,Dead Disco,Automatic,Look doin Im utterly whim defenses camera looks Xray visions systems run aground manage push lips stream absurdities word intended speak Winds locked circuity way control it totally automatic Im walking blindfolded completely automatic systems down down down Automatic automatic madness makes motor run legs weak stand sadness exhilaration Like robot command hands perspire shake like leaf goes temperature summon doctors relief tell cure tell way control it totally automatic Im walking blindfolded completely automatic systems down down down Automatic automatic automatic automatic Look doin Im utterly whim defenses camera looks Xray visions systems run aground manage push lips stream absurdities word intended speak Winds locked circuity way control it totally automatic Im walking blindfolded completely automatic systems down down down way control it totally automatic,Happy
2408,TRJPFPE128F429EB46,The New Pornographers,Twin Cinema,home theaters projecting Undestructing voice Double feature Soft harder Wait silence planning attack Shining hollow today Thinking maybe heavens away Theyve shown screens Theyve shown screens torn seats Film leaders Lead charging armies war yeah Lead charge Twin teachers False feature Picture author yeah Flipping photos send ya Going 16th Valencia Theyve shown screens Theyve shown screens Team Teeming things find dark Dust light Falling Day night Falling Photos Oh soft seats Stills projecting protecting voices ya Double feature Soft heartland Stone hope slip ya cracks yeah Flipping photos send ya Going sixteen Valencia Theyve shown screens Theyve shown screens Theyve shown screens Theyve shown screens,Happy
